,review_id,user_id,business_id,text,stars
91,tUeUN7PiChdYq7RxI-P_CA,zc-zhPa90Di1BA6rIA9UEg,Cu60QiFa6GO5TsmMNamEFA,"I'm sorry, how can people eat this?  

Quick tip - any person, place, or thing that labels itself ""gourmet"" (with the sole exception of the now-defunct Gourmet Magazine, RIP) is guaranteed to let you down in matters of culinary taste.  I don't like to generalize, but this is one generalization you can take to the bank, along with the one that ""luxury condos"" are never luxurious.   

The ""gourmet"" pizzas at Peace a Pizza are of a type - the type that thinks you need to pile endless tons of ""inventive"" crap on top of overly thick crust for a satisfying and ""gourmet"" bite.  When will these types of pizzerie learn that the best pizzas are the ones that take care to produce a chewy crust - not thick, but well-stretched, flavorful, and chewy - and feature a few carefully chosen toppings, rather than an avalanche of entrees?   Novelty is overrated.  Macaroni and cheese on pizza is wrong.   Ranch dressing on pizza is wrong.  Alfredo sauce on pizza is disgusting.  If you want to eat a cheesesteak, eat a cheesesteak, not a cheesesteak pizza.  

There's something to be said for learning to do it right, rather than trying to be ""original"" and provide ""variety.""  I'd rather have a plain cheese slice from any pizza by the slice place in Philly any day, or every day for the rest of my life, than another slice from Peace A Pizza.",1.0
103,Ggb7BxFvH-pWr-givTlmlA,JPeqh2XQYSp2h4CJJmwciQ,RoooPc2JYvfBBV5C1C6RSw,"I used to shop here a lot when the previous owners had the store.  Items were neat and organized and marked clearly for price.  Since the new owners took over, I've stopped in there a few times and found it to be totally unorganized, dirty, half the stuff doesn't have a price on it, and the clothes and other items look like they just came out of a hoarders basement.  I won't be back, that's for sure.",1.0
118,Fx9Tu_adMomNZaDovuLQwQ,z_lAtcElLl54wPisxLjfiw,MJ9FaB4y2jCyn1CU7Fnj2Q,"The food is not good and I would not recommend. 

When you first walk in the atmosphere is relaxing and there is a nice little pond with coy fish in it. I decided to sit in a booth instead of at the sushi bar or hibachi tables. Soon after being seated I noticed that some paint was chipping off of the walls next to me. There was also a dirty vase on the table with a dusty and broken plastic flower in it for decoration. 

For my beverage I ordered the hot tea. It was your average tasting Oolong. 

I ordered the steak entree, some edamame, and a cherry blossom sushi roll for my meal. The Edamame was very good. Not too much salt, just the right amount. Next was the salad which had a good ginger dressing but was on top of what seemed like an iceberg lettuce and carrot mix that you would find in a bag at the grocery store.

 After that, was the onion soup. I always look forward to this the most because it is a comfort food of mine. Sadly it tasted like fried chicken juice and not really like onion at all. The onions that were in it were oddly mushy. I was not impressed. 

When the entree arrived I was hopeful that it would be good because it looked fresh. The portion was a bit too big but that seems to be the case at most hibachi restaurants. My steak was good, maybe a bit under seasoned but I would rather it be that than the alternative. Unfortunately the rice was overcooked and way too mushy. 

The cherry blossom roll was supposed to have crab in it and tuna on top but it seemed to have ground up tuna in it instead of crab. The sushi rice was also overcooked and the tuna tasted old and I didn't eat the rest for fear of getting sick. All in all it was not a good experience and I will not be returning.",1.0
120,dtCu77pYxyycYkW9vBUKig,4uhK0UjgHP31PxUl0I_UCQ,ZfOS7Mz-iGseNxBhlhXm_w,"I hate doing this because I usually love this place. It's a Sunday night and we got there at 9pm. We were the only people in our area. 

Everything was cool until another group of people came in and the waitress sat them down... Right next to us, like less than a foot away. The entire room was empty but these people were on top of us.

Typically, I would say something but they were so close that I didn't want to ask to move and make the other customers think it had something to do with them. It was awkward to say the least. 

At that point, having a conversation was weird because I could almost hear our neighbors breathing . 

I've spent time in NYC restaurants and it's common to invade personal space when space is limited in tiny NY delis... Newsflash: were in Florida, space isn't an issue. 

The staff seemed more concerned with their closing routine then customer service. I've experienced this there before but it didnt matter because the food was great, the food wasn't great tonight. The fries tasted like they had been sitting all night. 

I will not be returning to the Lucky Dill unless it's another location.",1.0
122,ec-QG8uMvWd5nD41-phV3w,vglBxlTr5j3MiiN-8Cx7vA,E669D1OgPC0-nrAsyB3Rag,"Quick to get you in a chair but once you're there they don't pay much attention waited 15 minutes for the nail tech with no other explanation other than he'll see you in a moment. I was greeted by a man who I watched walk out of the back wiping his face with a towel and then proceeded to use the same towel on his hands. He then sat to do my nails and coughed in his hands knowing he was about to touch my hands, continued to cough and sneeze and sniffle throughout the whole process. Very poor hygiene. I decided to read other reviews and multiple people reported infections after pedicures and manicures. Would never go here EVER again.",1.0
133,F4e5Fl_C9-mmDjhaAMuP5Q,aSe00psbPcRmP9Uo7SDSZg,k27OsQ3Bwpkr_cZkS2BO2A,"Let's start with the hostess. She didn't greet us, attempted to seat a party of 5 at a small table, and then gave us dirty looks. Let's move on to the food. The food was DISGUSTING. I understand this is a buffet but wow I've eaten far better food from the microwaveables section at Walmart. Seriously though pick up some frozen Chinese food from Walmart and save yourself some money. Now we'll get to the service from the ""waiters"" and ""waitresses"". They acted like they were doing us a favor by bringing us water. They also acted like it was a hassle to have us seated at the booth huffing and puffing the whole time. It would also explain why the plates and utensils were dirty. We should have left then. Finally, we move on to the bill. The bill.... $100 for 5 people for food that tasted like it came straight from the dumpster. Be prepared to pay extra if you have 5 or more people in your party. They also expected a tip on top of the 15% ""service"" fee. Do yourself a favor and never waste your money here",1.0
138,YJs8FyD0kPgH3ou9nQvNVw,X79yKV3l1iZtL1G6mpraEQ,WMqboYOUMrS22rJqyiqmYw,"Service at this location is just really, really poor. My main complaint on our visit yesterday is the woman taking the order was so rude it was unbelievable. A large blk woman who I believe was named Katrice D took our order and had a huge chip on her shoulder and was taking it out on the guests of the establishment. We won't be back to this place unless we hear this employee has been let go. Just totally disappointed with the experience.",1.0
156,zUPJ6rtL-fwUA3JrU9i1IQ,qgqL2yvTk6e7G34UiJUkQg,KHEg1BNj0YckkiogwUbfIQ,"I am signing up on Yelp just to leave a review of this nightmarish place. Me and my girlfriend went there to see Connor Oberst, last night, October 21. The tickets were for open seating and the layout was solid chairs with two aisles running down the middle and a small opening in front for standing room. The place was overpacked when the show started, beyond a safe, fire code level of packed. So we looked up and saw that there was an empty balcony with 100 open seats and decided to head up there and enjoy the show in relative peace. However, we were informed the balcony was closed and had to be herded back into the crowd.

This wouldn't have merited me needed to go out of my way to review this place had it not been for what happened next. We were standing in a peaceful, but overpacked crowd when the show started and of course, due to overcrowding people were spilling into the aisle. So a very rude and loud security guard started screaming for people to get out of the aisle while flashing their flashlight in peoples faces. This was while Connor was playing his set. There was no alternative given on where people could go, so the guard was literally forcing people to smoosh into each other. This continued through three songs and that we could not enjoy due to the yelling until people go squeezed so tight and jostled so roughly an older man behind us got shoved into me and my girlfriend causing his wine to spill all over her hair and covering both the backs of our shirts. Mind you, everyone was doing their best to calmly comply, there simply was not enough room.

So after three songs we weren't able to enjoy, we left covered with wine stains, and out $72 for the most overpriced horrible experience of both our lives. As we were leaving there was a group of women pleading with security to let them into the balcony because there was no space for people who paid $36 to actually go in and see the show. 

I hope other people share their experience from this night because I will never return to this venue and feel robbed of our money and our ability to see a performer we loved.",1.0
158,RjH0VkCold1lV_ot0LLQRw,-mAGmMigSN-jzN7Y5fQpow,dk9Ye4ixSe54Sc6Q2kF3jA,"I feel bad giving this place 1 star but they should feel bad for serving me the food they did.  Went there in the early afternoon with two friends, we were the only people there and our food still took forever to come out. When it did, there were several mistakes.  I did not enjoy the food, bacon eggs, pancakes.  I must give the staff credit for being friendly though.",1.0
161,GR8Me63NCTYTNwfEnx5dog,D2JNJh_NaLmIq0ISPprYRA,zr3z36d9rRX68wKcHstOmA,"i have been going to this location for several years now...well last 6 months or so service is hit and miss...today was the last time at this one. i went by to get a drink and pulled up after waiting for about 5 mins for someone to take my order..they were slammed so i understand. the girl came on and said ""can you pull to a closer stall its raining and we dont wanna get wet""...ummm ok keep in mind it was not even sprinking rain. not to mention its packed so if i pulled closer where there wasnt anywhere else...sorry no more...",1.0
164,OyJvL_xDT3Oz8w66EPV1jg,xazeS3OD6PStLwvNDBB9ng,5FZWwOwiq1d04O5-oENxng,"Prime rib was well done when I asked for medium rare. I ordered mashed potatoes and mac and cheese, but never got the mac and cheese. The bar tender never even asked how everything was... not a very good experience.",1.0
165,m4yM-zkYqzBZ1A47iiwSRA,8mqhU8RgRBzPr9ngL-WvjA,z6AaOssKSrQDgBE3ty5Itw,"Came here to celebrate my boyfriends recent accomplishments. Upon arrival we put our name in to be seated and we're told it would be a 25 minute wait, I told them we will wait at the bar and the hostesses said that was fine she would come find us. 35 minutes passed, I decided to go up and check on our wait, I was told they called our name and we had to wait again. 10 minutes later we were seated at a booth. We specifically asked for a table (I am normally not this specific, but one mistake after another set the tone for the evening.) after seated we were enjoying our time until my boyfriend's sister hears a crack as she chews her ice. To her surprise she pulls out not 1, not 2, but 3 shards of glass. We inform the waitress of this, she makes sure we're okay, and send over the manager. We appreciate him coming to check on us, and continue eating our meal. At the end of the meal we receive our check.. NOTHING was discounted or taken off our bill. I'm sorry, I am sincerely disappointed. I come here regularly and in my opinion is absolutely poor service and shows the care of their customers. Any compensation would have been grateful. Being in Manager in a customer service setting you accommodate the consumer, they did not do that in this case. Horrible...",1.0
179,P3V-Ea81p1KoDFOr666Yyg,YpLbtAkKS4-PFQOaHDGLJw,m3NH0HumRCp4ARx8RBD7IQ,"Had dinner here with 10 people Tuesday night. Wouldn't allow more than 8 at a table when there where multiple tables open and wouldn't let us connect other tables. Waitress was nasty, took about 20 minutes just to put our order in.... NO WAIT. Despicable. Will not eat here with my friends or family again.",1.0
180,v9Y6tH8DH3bsxNWR9HBnqg,6nqZ2PdHBuuLLAAyCvaKug,5K9oTIa83359gJKHyFPcJQ,"Pretty bad when you ask if you can order something they say ""We don't do that anymore"". No Avacado, No Steak And Cheese Sub, well No Subs of any kind. Out of fries. We did order the Steak n Chesse burger that was good. I wouldn't come again because if I did then something else that is posted on the menu wouldn't be available. Crazy stupid to have a menu and the. Customers told they don't do those anymore. There were Three other items they don't do too.",1.0
181,p4hm8ZHN6t2AsV0dm-eOIw,KvCfCrxRlLCjFk8APWxo_A,meO0mw7buJvgLE2S8qd9WA,"an absolute nightmare. I had gotten my phone fixed from here about 2 weeks ago. 2-3 days after, the top half of my screen began to come out. a week later, the entire screen was hanging by wires. today,I took it in and the man insisted that I had dropped my phone. this was the same man who had originally fixed my phone. I told him I did not drop my phone, the screen had just gradually been falling out apparently. he asked why I didn't come in earlier, I told him that I am in school and work 2 jobs in Mount Juliet and am not in the area much. he told me that was not an excuse and kept insisting that I had dropped my phone and I needed to pay for a new screen. I told him I didn't want to pay for a new screen (again)
since I just had 2 weeks ago. he started yelling at me and replied ""THEN YOU SHOULDN'T HAVE DROPPED YOUR PHONE!!"" he continued to yell at me as I walked out the door and I got in my car crying. that's what happens when a grown man yells and blames a 20 year old girl. 0/5 stars. will never recommend.",1.0
182,YrY0SyLMwyHwky_6rfl1bA,S1ov1AWU0_UKhFlBnC-RKQ,w3PTjQIRQKajNiJMS32kVQ,"I'll admit, when this place first opened, I was intrigued.  After going back a few times, I've decided that I won't be wasting my time or money here anymore:  Candy and food has been stale a few times, specifically, I almost broke my teeth on the licorice and the chinese crackers tasted like mold.  This shouldnt be a surprise because the containers are not airtight and people are constantly lifting the lids.  Also I keep seeing people reach in and grab their own samples which is so unsanitary.  Also- you really don't save money either....you can usually find it cheaper at Walmart or Dollar Store.  Just compare weights and prices and it's clear...",1.0
183,KCFx55tdLz5eBx3BK_ey2A,XoHj1BvTvUeSGnduwioMZw,UuW2u4asxKF23xL65L606Q,The only restaurant where you have to wait 15-20 minutes for a table while surrounded by 15 empty tables (I counted).,1.0
189,HMYrZPK2_dVLhq78H1C-mg,UHDiKG1Fi3nelcKY_QhnYQ,Mb1f6v2uGv7kL50_amUIig,Terrible shoe department.  Today went in with my 2 kids to get tennis shoes and a pair of baseball cleats.  I asked to have their feet measured for tennis shoes and cleats.  The person working recommended trying on different pairs of cleats for size as they vary between manufacturers.  Got it.  But I need a starting spot and need tennis shoes for both of them as well (and they are kept in the back). He still refused to measure them.  Wow.  When I walked away he tried to cal me back.  I'm done.  Will take my business elsewhere where the folks that fit and size shoes are willing to help.,1.0
190,OqOKKaOiuOJQip6HmhvhzA,EBTb0FbAUFrNLuR4lbZJlA,f63mRXYxfiuHzY5KajPVjA,"We called ahead to ask if they were open and said we were 10 minutes away, they said they were open. We showed up 10 minutes later and an extremely rude hostess said ""whoever told you that was wrong we're closed, bye"". I'm pretty sure she was the person I spoke to on the phone.

This yelp page says they're open until 10. We were there at 9:05.",1.0
191,OhotsdMl-ZsopwgGPbs6_w,DO7IB9G2U4BPllAVsjgzzw,8WBe-jXE19b21yevU1bh4A,"Still horrible at managing their restaurant. Always a MAJOR wait and line. I don't get it. Pathetic, this place should, by now, know how to optimize efficiency. Good food, poor management.
Is this a problem across the entire chain?",1.0
193,vDHk_IS2_ZQvQBaWiLChfw,K9CaDZRZ1VgW4n94NxiFDQ,W2uxKIa-YnW7KL9SbMzohQ,"Disappointed the past two times! We would frequent this place every other week, and always enjoyed the experience. However, the service and food seem to have plummeted. Sadly, we do not plan on returning anytime soon.",1.0
197,yZdC-i6EpIvcdQUw5-Hg2w,SPpxxAVi24oL4tCLVJ87DQ,AYp1Sn7J8WeOSniFNk1pHg,"I've tried twice now, in hopes the first time was just a fluke...it was not.  I have tried the General Tso's and Bangkok Beef, and while both had decent flavor, the portions were incredibly small and lacking meat, on both occasions. I ordered my Bangkok Beef to go and laughed in astonishment when I opened up the box to find it was half full, with mostly broccoli...for 11 bucks after tax I would expect a lot more.  Oh well.  Fool me once...",1.0
198,gsSCrk6cR9UE61MNH18-Zg,rOTDJr7HbrioB9MsU_kYhA,rugDoz-A6vL-FG-8PbvOag,"I had occasion to eat here last night.  The service was horrendous.  Our meal took well over 30 minutes to arrive, in the meanwhile guests all around us were being presented with their orders.  I might add, many of the other guests were seated after us.  It was obvious that our server failed to place our entree orders at the time our appetizer was delivered.  Nevertheless, our server, some random hostess, and the assistant manager all came over and blamed the kitchen....which was total b.s.  I can deal with a restaurant being busy...what I have a hard time dealing with is multiple staff members fawning over one of their peers sitting at the table next to me who happens to be having a date night.  Perhaps if they had been paying better attention to their work this issue would not have happened.  Instead of actually owning the issue and actually apologizing the staff kept making excuses.  At multiple points asking us ""is there anything we can do""...aside from bringing our actual meals, I don't know, you could have apologized, comped my appetizer, offered a desert...I would have turned any of those down but a gesture would have been nice.  

The staff let us down.  They need to do better.",1.0
199,DkhT4T1ZHosRTuRgoKUVwQ,QIpCzhq026cCMYX1LeSTMg,s5XPPOv9_fsRvSU95K3iIw,Went in for their burger special on a Thursday night.  The bartenders were not very friendly and I had to ask for a beer every time I needed one. One of our burger orders were missing French fries. We had to ask for them three times. The fries finally came out a half hour later. Overall service was very bad would not recommend or come back. It seems they   cater to their regulars and do not welcome new customers very well.,1.0
201,t6mgfe9CdfdrKUIPxhAmeQ,EIGwGuU0C0CT0cxxTeigRw,_UnBYJHwRPtP7pk07knA2g,"Food sucks!!!! Beans and rice were cold, tacos terrible, all at high airport prices.  Stay away.",1.0
211,TQGatSE5PvFwRh8DzeMZYw,6mZrM0Chd8NOp96aZI4Uhw,0wIwHrpRopcy9S63pMWlaA,"Waited 2 hours for a delivery order, after an hour of waiting I called and was told 5 more mins....1 hour later I called to cancel the order.  They still charged my credit card and had to drive over there to get our money back.  No apology  or anything, they lost a customer!!",1.0
212,9u85tybGAGNChr58XM9W7A,Al3PHCqdv9Uk4AFoP8LDoA,stqWlKEgXweNQSsxOsHjVA,"Stopped today at mahonys to eat a good po boy sandwich and was deeply disappointed!  I ordered an angus roast beef dressed and the meat was severely burned,  dry and hard as a rock.  I showed the meat to the waitress and told her it was bad and she did not offer me another sandwich or a discount from the price.  This poor quality of food in a po boy city is inexcusable. The manager should be ashamed.  Ruined part of my vacation. 

Pig fries were good.  

I won't return.",1.0
218,f9PAyxAXg7lzVkUvVVymXg,rxTQ3Jwpa7Pt-n4CASy5HQ,6eTre0dyL-_aWia02e3mfg,Worst hotel experience ever !! DO NOT GO TO THIS LOCATION. Booking.com/Priceline.com stated I could pay upon arrive. Once there my debit card was already charged !! Customer Service was horrible. Ask to pay with cash was denied. After being there 20-30 minutes I was harassed by staff & asked to leave. I was charged $197 FOR 1 NIGHT STAY!! Even spoke to the manager & she did nothing but make STEREOTYPICAL slurs. I have been to hotels in several states & HAVE NEVER BEEN DISRESPECTED IN SUCH WAYS.,1.0
228,zxELgA9eMhtC8R1Vj-EnoQ,Me_m0AivuFIxeSKd8d4O_w,HSv0Pe45yPAs6PgwlcTPcg,Clickish little dump...sat for 15 minutes without being served.  Can't comment on the food or drink since the employees were too rude to serve us.,1.0
230,sbl2517ax8oZBAfLm2qHlw,88-rGk0r4kgC5Lr_RQ-oUA,SC9FyAFARK1xuRTFp8fT1g,Hostile environment. Drink at your own risk if you aren't a regular.,1.0
237,WifCDN6Xic2TFCxY4wESRg,uZag8URgERqGr7xI31CvgA,HoCO8CHjAPZWP4P2PoTcZg,"Let's make it simple 

Convenience:
Excellent (connected to the Doubletree) 

Food: 
horrible not sure if it was American or Mexican

Service: 
horrible (was immediately  told we could not sit on the patio, bar was of the only Mexican beer on tap, waited for a significant period to get served beer) 


Cleanliness: providing you're not accustomed to soap,  a great place.",1.0
